presentations
アクション名,アクションタイプ,類似業績マージ優先度,削除理由,ID,会員ID,タイトル(日本語),タイトル(英語),講演者(日本語),講演者(英語),会議名(日本語),会議名(英語),発表年月日,開催年月日(From),開催年月日(To),招待の有無,記述言語,会議種別,主催者(日本語),主催者(英語),開催地(日本語),開催地(英語),国名,概要(日本語),概要(英語),国際・国内会議,国際共著,URL,URL2,主要な業績かどうか,公開の有無
insert,merge,null,null,24695033,B000288605,"Universal interface fluctuations for absorbing-state phase transitions","Universal interface fluctuations for absorbing-state phase transitions","[深井洋佑,玉井敬一,山口裕樹,平岩徹也]","[Yohsuke T. Fukai,Keiichi Tamai,Hiroki Yamaguchi,Tetsuya Hiraiwa]","STATPHYS 27","STATPHYS 27",2019-07-12,2019-07-08,2019-07-12,false,eng,oral_presentation,null,null,null,null,null,null,null,null,null,null,null,false,disclosed
